ID,Material_transformation_id,Type,Quantity,Condition,Unit
2115,201,Mercury(Hg),100.00,Lamp power condition,W
2116,201,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
2117,201,,50.00,Temperature condition,DEG_C
2118,201,,,Preasure condition,BAR
2119,201,,,Space velocity condition,PER-HR
2120,201,,,Reaction time condition,HR
2121,201,Gas,,Reaction medium condition,PH
2122,201,UV,192-280(UV-A),Wavelength condition,NanoM
2123,201,UV,,Illuminated area condition,M2
2124,202,Fixed-bed,0.09,Reactor condition,L
2125,202,Powder(Supported),0.05,Catalyst set up condition,GM
2126,202,Mercury(Hg),100.00,Lamp power condition,W
2127,202,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
2128,202,,50.00,Temperature condition,DEG_C
2129,202,,,Preasure condition,BAR
2130,202,,,Space velocity condition,PER-HR
2131,202,,,Reaction time condition,HR
2132,202,Gas,,Reaction medium condition,PH
2133,202,UV,192-280(UV-A),Wavelength condition,NanoM
2134,202,UV,,Illuminated area condition,M2
2135,203,Fixed-bed,0.09,Reactor condition,L
2136,203,Powder(Supported),0.05,Catalyst set up condition,GM
2137,203,Mercury(Hg),100.00,Lamp power condition,W
2138,203,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
2139,203,,50.00,Temperature condition,DEG_C
2140,203,,,Preasure condition,BAR
2141,203,,,Space velocity condition,PER-HR
2142,203,,,Reaction time condition,HR
2143,203,Gas,,Reaction medium condition,PH
2144,203,UV,192-280(UV-A),Wavelength condition,NanoM
2145,203,UV,,Illuminated area condition,M2
2146,204,Fixed-bed,0.09,Reactor condition,L
2147,204,Powder(Supported),0.05,Catalyst set up condition,GM
2148,204,Mercury(Hg),100.00,Lamp power condition,W
2149,204,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
2150,204,,50.00,Temperature condition,DEG_C
2151,204,,,Preasure condition,BAR
2152,204,,,Space velocity condition,PER-HR
2153,204,,,Reaction time condition,HR
2154,204,Gas,,Reaction medium condition,PH
2155,204,UV,192-280(UV-A),Wavelength condition,NanoM
2156,204,UV,,Illuminated area condition,M2
2157,205,Fixed-bed,,Reactor condition,L
2158,205,Powder(Supported),0.022,Catalyst set up condition,GM
2159,205,Other,,Lamp power condition,W
2160,205,Other,300.00,Lamp irradiance condition,W-PER-M2
2161,205,,25.00,Temperature condition,DEG_C
2162,205,,,Preasure condition,BAR
2163,205,,,Space velocity condition,PER-HR
2164,205,,4.00,Reaction time condition,HR
2165,205,Gas,,Reaction medium condition,PH
2166,205,UV,192-280(UV-A),Wavelength condition,NanoM
2167,205,UV,,Illuminated area condition,M2
2168,206,Fixed-bed,0.15,Reactor condition,L
2169,206,Powder(Supported),2,Catalyst set up condition,GM
2170,206,Mercury-Xenon(Hg-Xe),200.00,Lamp power condition,W
2171,206,Mercury-Xenon(Hg-Xe),,Lamp irradiance condition,W-PER-M2
2172,206,,30.00,Temperature condition,DEG_C
2173,206,,,Preasure condition,BAR
2174,206,,,Space velocity condition,PER-HR
2175,206,,24.00,Reaction time condition,HR
2176,206,Gas,,Reaction medium condition,PH
2177,206,UV,280-315(UV-B),Wavelength condition,NanoM
2178,206,UV,,Illuminated area condition,M2
2179,207,Fixed-bed,0.15,Reactor condition,L
2180,207,Powder(Supported),2,Catalyst set up condition,GM
2181,207,Mercury-Xenon(Hg-Xe),200.00,Lamp power condition,W
2182,207,Mercury-Xenon(Hg-Xe),,Lamp irradiance condition,W-PER-M2
2183,207,,30.00,Temperature condition,DEG_C
2184,207,,,Preasure condition,BAR
2185,207,,,Space velocity condition,PER-HR
2186,207,,24.00,Reaction time condition,HR
2187,207,Gas,,Reaction medium condition,PH
2188,207,UV,280-315(UV-B),Wavelength condition,NanoM
2189,207,UV,,Illuminated area condition,M2
2190,208,Fixed-bed,0.15,Reactor condition,L
2191,208,Powder(Supported),2,Catalyst set up condition,GM
2192,208,Mercury-Xenon(Hg-Xe),200.00,Lamp power condition,W
2193,208,Mercury-Xenon(Hg-Xe),,Lamp irradiance condition,W-PER-M2
2194,208,,30.00,Temperature condition,DEG_C
2195,208,,,Preasure condition,BAR
2196,208,,,Space velocity condition,PER-HR
2197,208,,24.00,Reaction time condition,HR
2198,208,Gas,,Reaction medium condition,PH
2199,208,UV,280-315(UV-B),Wavelength condition,NanoM
2200,208,UV,,Illuminated area condition,M2
2201,209,Slurry,0.20,Reactor condition,L
2202,209,Powder(Suspended),0.2,Catalyst set up condition,GM
2203,209,Xenon(Xe),500.00,Lamp power condition,W
2204,209,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
2205,209,,,Temperature condition,DEG_C
2206,209,,,Preasure condition,BAR
2207,209,,,Space velocity condition,PER-HR
2208,209,,5.00,Reaction time condition,HR
2209,209,Liquid,0,Reaction medium condition,PH
2210,209,Visible,400-780,Wavelength condition,NanoM
2211,209,Visible,,Illuminated area condition,M2
2212,210,Slurry,0.20,Reactor condition,L
2213,210,Powder(Suspended),0.2,Catalyst set up condition,GM
2214,210,Xenon(Xe),500.00,Lamp power condition,W
2215,210,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
2216,210,,,Temperature condition,DEG_C
2217,210,,,Preasure condition,BAR
2218,210,,,Space velocity condition,PER-HR
2219,210,,5.00,Reaction time condition,HR
2220,210,Liquid,0,Reaction medium condition,PH
2221,210,Visible,400-780,Wavelength condition,NanoM
2222,210,Visible,,Illuminated area condition,M2
2223,211,Slurry,0.20,Reactor condition,L
2224,211,Powder(Suspended),0.2,Catalyst set up condition,GM
2225,211,Xenon(Xe),500.00,Lamp power condition,W
2226,211,Xenon(Xe),,Lamp irradiance condition,W-PER-M2
2227,211,,,Temperature condition,DEG_C
2228,211,,,Preasure condition,BAR
2229,211,,,Space velocity condition,PER-HR
2230,211,,5.00,Reaction time condition,HR
2231,211,Liquid,0,Reaction medium condition,PH
2232,211,Visible,400-780,Wavelength condition,NanoM
2233,211,Visible,,Illuminated area condition,M2
2234,212,Slurry,0.20,Reactor condition,L
2235,212,Powder(Suspended),0.1,Catalyst set up condition,GM
2236,212,Xenon(Xe),0.10,Lamp power condition,W
2237,212,Xenon(Xe),0.10,Lamp irradiance condition,W-PER-M2
2238,212,,25.00,Temperature condition,DEG_C
2239,212,,,Preasure condition,BAR
2240,212,,,Space velocity condition,PER-HR
2241,212,,2.00,Reaction time condition,HR
2242,212,Liquid,0,Reaction medium condition,PH
2243,212,Visible,400-780,Wavelength condition,NanoM
2244,212,Visible,,Illuminated area condition,M2
2245,213,Slurry,0.20,Reactor condition,L
2246,213,Powder(Suspended),0.1,Catalyst set up condition,GM
2247,213,Xenon(Xe),0.10,Lamp power condition,W
2248,213,Xenon(Xe),0.10,Lamp irradiance condition,W-PER-M2
2249,213,,25.00,Temperature condition,DEG_C
2250,213,,,Preasure condition,BAR
2251,213,,,Space velocity condition,PER-HR
2252,213,,2.00,Reaction time condition,HR
2253,213,Liquid,0,Reaction medium condition,PH
2254,213,Visible,400-780,Wavelength condition,NanoM
2255,213,Visible,,Illuminated area condition,M2
2256,214,Slurry,0.20,Reactor condition,L
2257,214,Powder(Suspended),0.1,Catalyst set up condition,GM
2258,214,Xenon(Xe),0.10,Lamp power condition,W
2259,214,Xenon(Xe),0.10,Lamp irradiance condition,W-PER-M2
2260,214,,25.00,Temperature condition,DEG_C
2261,214,,,Preasure condition,BAR
2262,214,,,Space velocity condition,PER-HR
2263,214,,2.00,Reaction time condition,HR
2264,214,Liquid,0,Reaction medium condition,PH
2265,214,Visible,400-780,Wavelength condition,NanoM
2266,214,Visible,,Illuminated area condition,M2
2267,215,Fixed-bed,,Reactor condition,L
2268,215,Optical Fiber,0.001118,Catalyst set up condition,GM
2269,215,Mercury(Hg),,Lamp power condition,W
2270,215,Mercury(Hg),740.00,Lamp irradiance condition,W-PER-M2
2271,215,,75.00,Temperature condition,DEG_C
2272,215,,1.20,Preasure condition,BAR
2273,215,,83.30,Space velocity condition,PER-HR
2274,215,,6.00,Reaction time condition,HR
2275,215,Gas,,Reaction medium condition,PH
2276,215,UV,0,Wavelength condition,NanoM
2277,215,UV,,Illuminated area condition,M2
2278,216,Fixed-bed,0.22,Reactor condition,L
2279,216,SiO2 sublayer,0.1249,Catalyst set up condition,GM
2280,216,Xenon(Xe),300.00,Lamp power condition,W
2281,216,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
2282,216,,25.00,Temperature condition,DEG_C
2283,216,,1.00,Preasure condition,BAR
2284,216,,37.30,Space velocity condition,PER-HR
2285,216,,6.00,Reaction time condition,HR
2286,216,Gas,,Reaction medium condition,PH
2287,216,Visible,400-780,Wavelength condition,NanoM
2288,216,Visible,,Illuminated area condition,M2
2289,217,Fixed-bed,0.22,Reactor condition,L
2290,217,SiO2 sublayer,0.1249,Catalyst set up condition,GM
2291,217,Xenon(Xe),300.00,Lamp power condition,W
2292,217,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
2293,217,,25.00,Temperature condition,DEG_C
2294,217,,1.00,Preasure condition,BAR
2295,217,,37.30,Space velocity condition,PER-HR
2296,217,,6.00,Reaction time condition,HR
2297,217,Gas,,Reaction medium condition,PH
2298,217,Visible,400-780,Wavelength condition,NanoM
2299,217,Visible,,Illuminated area condition,M2
2300,218,Fixed-bed,0.22,Reactor condition,L
2301,218,SiO2 sublayer,0.1249,Catalyst set up condition,GM
2302,218,Mercury(Hg),300.00,Lamp power condition,W
2303,218,Mercury(Hg),1000.00,Lamp irradiance condition,W-PER-M2
2304,218,,25.00,Temperature condition,DEG_C
2305,218,,1.00,Preasure condition,BAR
2306,218,,37.30,Space velocity condition,PER-HR
2307,218,,6.00,Reaction time condition,HR
2308,218,Gas,,Reaction medium condition,PH
2309,218,UV,0,Wavelength condition,NanoM
2310,218,UV,,Illuminated area condition,M2
2311,219,Fixed-bed,0.22,Reactor condition,L
2312,219,SiO2 sublayer,0.1249,Catalyst set up condition,GM
2313,219,Xenon(Xe),300.00,Lamp power condition,W
2314,219,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
2315,219,,25.00,Temperature condition,DEG_C
2316,219,,1.00,Preasure condition,BAR
2317,219,,37.30,Space velocity condition,PER-HR
2318,219,,6.00,Reaction time condition,HR
2319,219,Gas,,Reaction medium condition,PH
2320,219,Visible,400-780,Wavelength condition,NanoM
2321,219,Visible,,Illuminated area condition,M2
2322,220,Fixed-bed,0.22,Reactor condition,L
2323,220,SiO2 sublayer,0.1249,Catalyst set up condition,GM
2324,220,Xenon(Xe),300.00,Lamp power condition,W
2325,220,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
2326,220,,25.00,Temperature condition,DEG_C
2327,220,,1.00,Preasure condition,BAR
2328,220,,37.30,Space velocity condition,PER-HR
2329,220,,6.00,Reaction time condition,HR
2330,220,Gas,,Reaction medium condition,PH
2331,220,Visible,400-780,Wavelength condition,NanoM
2332,220,Visible,,Illuminated area condition,M2
2333,221,Fixed-bed,0.22,Reactor condition,L
2334,221,SiO2 sublayer,0.0887,Catalyst set up condition,GM
2335,221,Xenon(Xe),300.00,Lamp power condition,W
2336,221,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
2337,221,,70.00,Temperature condition,DEG_C
2338,221,,1.00,Preasure condition,BAR
2339,221,,37.30,Space velocity condition,PER-HR
2340,221,,6.00,Reaction time condition,HR
2341,221,Gas,,Reaction medium condition,PH
2342,221,Visible,400-780,Wavelength condition,NanoM
2343,221,Visible,,Illuminated area condition,M2
2344,222,Fixed-bed,0.22,Reactor condition,L
2345,222,SiO2 sublayer,0.0887,Catalyst set up condition,GM
2346,222,Xenon(Xe),300.00,Lamp power condition,W
2347,222,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
2348,222,,50.00,Temperature condition,DEG_C
2349,222,,1.00,Preasure condition,BAR
2350,222,,37.30,Space velocity condition,PER-HR
2351,222,,6.00,Reaction time condition,HR
2352,222,Gas,,Reaction medium condition,PH
2353,222,Visible,400-780,Wavelength condition,NanoM
2354,222,Visible,,Illuminated area condition,M2
2355,223,Fixed-bed,0.22,Reactor condition,L
2356,223,SiO2 sublayer,0.1249,Catalyst set up condition,GM
2357,223,Xenon(Xe),300.00,Lamp power condition,W
2358,223,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
2359,223,,25.00,Temperature condition,DEG_C
2360,223,,1.00,Preasure condition,BAR
2361,223,,37.30,Space velocity condition,PER-HR
2362,223,,6.00,Reaction time condition,HR
2363,223,Gas,,Reaction medium condition,PH
2364,223,Visible,400-780,Wavelength condition,NanoM
2365,223,Visible,,Illuminated area condition,M2
2366,224,Fixed-bed,0.22,Reactor condition,L
2367,224,SiO2 sublayer,0.0887,Catalyst set up condition,GM
2368,224,Xenon(Xe),300.00,Lamp power condition,W
2369,224,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
2370,224,,25.00,Temperature condition,DEG_C
2371,224,,1.00,Preasure condition,BAR
2372,224,,37.30,Space velocity condition,PER-HR
2373,224,,6.00,Reaction time condition,HR
2374,224,Gas,,Reaction medium condition,PH
2375,224,Visible,400-780,Wavelength condition,NanoM
2376,224,Visible,,Illuminated area condition,M2
2377,225,Fixed-bed,0.22,Reactor condition,L
2378,225,SiO2 sublayer,0.1249,Catalyst set up condition,GM
2379,225,Xenon(Xe),300.00,Lamp power condition,W
2380,225,Xenon(Xe),1000.00,Lamp irradiance condition,W-PER-M2
2381,225,,25.00,Temperature condition,DEG_C
2382,225,,1.00,Preasure condition,BAR
2383,225,,37.30,Space velocity condition,PER-HR
2384,225,,6.00,Reaction time condition,HR
2385,225,Gas,,Reaction medium condition,PH
2386,225,Visible,400-780,Wavelength condition,NanoM
2387,225,Visible,,Illuminated area condition,M2
2388,226,Fixed-bed,,Reactor condition,L
2389,226,Optical Fiber,0.0009,Catalyst set up condition,GM
2390,226,Halogen,,Lamp power condition,W
2391,226,Halogen,3270.00,Lamp irradiance condition,W-PER-M2
2392,226,,25.00,Temperature condition,DEG_C
2393,226,,1.19,Preasure condition,BAR
2394,226,,83.30,Space velocity condition,PER-HR
2395,226,,6.00,Reaction time condition,HR
2396,226,Gas,,Reaction medium condition,PH
2397,226,Visible,400-780,Wavelength condition,NanoM
2398,226,Visible,,Illuminated area condition,M2
2399,227,Fixed-bed,0.19,Reactor condition,L
2400,227,Powder(Supported),0.1,Catalyst set up condition,GM
2401,227,Xenon(Xe),500.00,Lamp power condition,W
2402,227,Xenon(Xe),420.00,Lamp irradiance condition,W-PER-M2
2403,227,,36.00,Temperature condition,DEG_C
2404,227,,,Preasure condition,BAR
2405,227,,,Space velocity condition,PER-HR
2406,227,,5.00,Reaction time condition,HR
2407,227,Gas,,Reaction medium condition,PH
2408,227,Visible,400-780,Wavelength condition,NanoM
2409,227,Visible,,Illuminated area condition,M2
2410,228,Fixed-bed,0.19,Reactor condition,L
2411,228,Powder(Supported),0.1,Catalyst set up condition,GM
2412,228,Xenon(Xe),500.00,Lamp power condition,W
2413,228,Xenon(Xe),420.00,Lamp irradiance condition,W-PER-M2
2414,228,,36.00,Temperature condition,DEG_C
2415,228,,,Preasure condition,BAR
2416,228,,,Space velocity condition,PER-HR
2417,228,,5.00,Reaction time condition,HR
2418,228,Gas,,Reaction medium condition,PH
2419,228,Visible,400-780,Wavelength condition,NanoM
2420,228,Visible,,Illuminated area condition,M2
2421,229,Fixed-bed,0.19,Reactor condition,L
2422,229,Powder(Supported),0.1,Catalyst set up condition,GM
2423,229,Xenon(Xe),500.00,Lamp power condition,W
2424,229,Xenon(Xe),420.00,Lamp irradiance condition,W-PER-M2
2425,229,,36.00,Temperature condition,DEG_C
2426,229,,,Preasure condition,BAR
2427,229,,,Space velocity condition,PER-HR
2428,229,,5.00,Reaction time condition,HR
2429,229,Gas,,Reaction medium condition,PH
2430,229,Visible,400-780,Wavelength condition,NanoM
2431,229,Visible,,Illuminated area condition,M2
2432,230,Fixed-bed,0.19,Reactor condition,L
2433,230,Powder(Supported),0.1,Catalyst set up condition,GM
2434,230,Xenon(Xe),500.00,Lamp power condition,W
2435,230,Xenon(Xe),420.00,Lamp irradiance condition,W-PER-M2
2436,230,,36.00,Temperature condition,DEG_C
2437,230,,,Preasure condition,BAR
2438,230,,,Space velocity condition,PER-HR
2439,230,,5.00,Reaction time condition,HR
2440,230,Gas,,Reaction medium condition,PH
2441,230,Visible,400-780,Wavelength condition,NanoM
2442,230,Visible,,Illuminated area condition,M2
2443,231,Slurry,,Reactor condition,L
2444,231,Other,,Catalyst set up condition,GM
2445,231,Mercury(Hg),2.50,Lamp power condition,W
2446,231,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
2447,231,,25.00,Temperature condition,DEG_C
2448,231,,1.01,Preasure condition,BAR
2449,231,,,Space velocity condition,PER-HR
2450,231,,6.00,Reaction time condition,HR
2451,231,Liquid,0,Reaction medium condition,PH
2452,231,UV,0,Wavelength condition,NanoM
2453,231,UV,,Illuminated area condition,M2
2454,232,Slurry,,Reactor condition,L
2455,232,Other,,Catalyst set up condition,GM
2456,232,Mercury(Hg),2.50,Lamp power condition,W
2457,232,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
2458,232,,25.00,Temperature condition,DEG_C
2459,232,,1.01,Preasure condition,BAR
2460,232,,,Space velocity condition,PER-HR
2461,232,,6.00,Reaction time condition,HR
2462,232,Liquid,0,Reaction medium condition,PH
2463,232,UV,0,Wavelength condition,NanoM
2464,232,UV,,Illuminated area condition,M2
2465,233,Slurry,,Reactor condition,L
2466,233,Other,,Catalyst set up condition,GM
2467,233,Mercury(Hg),2.50,Lamp power condition,W
2468,233,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
2469,233,,25.00,Temperature condition,DEG_C
2470,233,,1.01,Preasure condition,BAR
2471,233,,,Space velocity condition,PER-HR
2472,233,,6.00,Reaction time condition,HR
2473,233,Liquid,0,Reaction medium condition,PH
2474,233,UV,0,Wavelength condition,NanoM
2475,233,UV,,Illuminated area condition,M2
2476,234,Slurry,,Reactor condition,L
2477,234,Other,,Catalyst set up condition,GM
2478,234,Mercury(Hg),2.50,Lamp power condition,W
2479,234,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
2480,234,,25.00,Temperature condition,DEG_C
2481,234,,1.01,Preasure condition,BAR
2482,234,,,Space velocity condition,PER-HR
2483,234,,6.00,Reaction time condition,HR
2484,234,Liquid,0,Reaction medium condition,PH
2485,234,UV,0,Wavelength condition,NanoM
2486,234,UV,,Illuminated area condition,M2
2487,235,Slurry,,Reactor condition,L
2488,235,Other,,Catalyst set up condition,GM
2489,235,Mercury(Hg),2.50,Lamp power condition,W
2490,235,Mercury(Hg),,Lamp irradiance condition,W-PER-M2
2491,235,,25.00,Temperature condition,DEG_C
2492,235,,1.01,Preasure condition,BAR
