ID,Material_transformation_id,Chemical,Percent,Role,crystal_structure
711,272,TiO2,,Catalyst,Anatase
712,272,SiO2,,Support,Anatase
713,272,H2O + 1 M 2-propanol,,Reductant,Anatase
714,273,TiO2,,Catalyst,Anatase
715,273,SiO2,,Support,Anatase
716,273,H2O + 1 M 2-propanol,,Reductant,Anatase
717,274,TiO2,,Catalyst,Anatase
718,274,Ru,0.1,Co-catalyst,Anatase
719,274,H2O + 1 M 2-propanol,,Reductant,Anatase
720,275,TiO2,,Catalyst,Anatase
721,275,Ru,0.3,Co-catalyst,Anatase
722,275,H2O + 1 M 2-propanol,,Reductant,Anatase
723,276,TiO2,,Catalyst,Anatase
724,276,Ru,0.5,Co-catalyst,Anatase
725,276,H2O + 1 M 2-propanol,,Reductant,Anatase
726,277,TiO2,,Catalyst,Anatase
727,277,Ru,1,Co-catalyst,Anatase
728,277,H2O + 1 M 2-propanol,,Reductant,Anatase
729,278,TiO2,,Catalyst,Anatase
730,278,SiO2,,Support,Anatase
731,278,Ru,0.5,Co-catalyst,Anatase
732,278,H2O + 1 M 2-propanol,,Reductant,Anatase
733,279,TiO2,,Catalyst,
734,279,H2O,,Reductant,
735,280,TiO2,,Catalyst,
736,280,H2O,,Reductant,
737,281,TiO2,,Catalyst,Anatase
738,281,Cu,2,Co-catalyst,Anatase
739,281,NaOH,,Reductant,Anatase
740,282,TiO2,,Catalyst,Anatase
741,282,CO2 saturated,,Reductant,Anatase
742,283,TiO2,,Catalyst,Anatase
743,283,2-propanol 0.5M,,Reductant,Anatase
744,284,TiO2,,Catalyst,Anatase
745,284,H2O + NaHCO3 + isopropanol,,Reductant,Anatase
746,285,TiO2,,Catalyst,Mix
747,285,H2O + NaHCO3 + isopropanol,,Reductant,Mix
748,286,TiO2,,Catalyst,P25
749,286,H2O + NaHCO3 + isopropanol,,Reductant,P25
750,287,TiO2,,Catalyst,P25
751,287,Cu,0.5,Co-catalyst,P25
752,287,Fe,0.5,Co-catalyst,P25
753,287,H2O,,Reductant,P25
754,289,TiO2,,Catalyst,
755,289,Cr,22.4,Co-catalyst,
756,289,H2O,,Reductant,
757,290,TiO2,,Catalyst,P25
758,290,2-propanol,,Reductant,P25
759,291,TiO2,,Catalyst,
760,291,NaOH,,Reductant,
761,292,TiO2,,Catalyst,
762,292,NaOH,,Reductant,
763,293,TiO2,,Catalyst,
764,293,Pd,,Co-catalyst,
765,293,NaOH,,Reductant,
766,294,TiO2,,Catalyst,
767,294,Pd,,Co-catalyst,
768,294,RuO2,,Co-catalyst,
769,294,NaOH,,Reductant,
770,295,TiO2,,Catalyst,P25
771,296,TiO2,,Catalyst,Anatase
772,296,NaOH,,Reductant,Anatase
773,297,TiO2,,Catalyst,Anatase
774,297,NaOH,,Reductant,Anatase
775,298,TiO2,,Catalyst,P25
776,298,H2O,,Reductant,P25
777,299,TiO2,,Catalyst,P25
778,299,H2O,,Reductant,P25
779,300,TiO2,,Catalyst,Anatase
780,301,TiO2,,Catalyst,Anatase
781,302,TiO2,,Catalyst,Anatase
782,302,Pt,,Co-catalyst,Anatase
783,303,TiO2,,Catalyst,Anatase
784,303,Pt,,Co-catalyst,Anatase
785,304,TiO2,,Catalyst,Anatase
786,304,BrAsp,,Dye,Anatase
787,305,TiO2,,Catalyst,Anatase
788,305,BrAsp,,Dye,Anatase
789,306,TiO2,,Catalyst,Anatase
790,306,Pt,,Co-catalyst,Anatase
791,306,BrAsp,,Dye,Anatase
792,307,TiO2,,Catalyst,Anatase
793,307,Pt,,Co-catalyst,Anatase
794,307,BrAsp,,Dye,Anatase
795,308,TiO2,,Catalyst,Anatase
796,308,BrGly,,Dye,Anatase
797,309,TiO2,,Catalyst,Anatase
798,309,Pt,,Co-catalyst,Anatase
799,309,BrGly,,Dye,Anatase
800,310,TiO2,,Catalyst,Anatase
801,310,N3,,Dye,Anatase
802,311,TiO2,,Catalyst,Anatase
803,311,Pt,,Co-catalyst,Anatase
804,311,N3,,Dye,Anatase
805,312,TiO2,,Catalyst,Anatase
806,312,Pt,,Co-catalyst,Anatase
807,312,N3,,Dye,Anatase
808,313,TiO2,,Catalyst,Anatase
809,313,H2O+NaHCO3,,Reductant,Anatase
810,314,TiO2,,Catalyst,Anatase
811,314,H2O+NaHCO9,,Reductant,Anatase
812,315,TiO2,,Catalyst,P25
813,315,H2O+NaHCO4,,Reductant,P25
814,316,TiO2,,Catalyst,P25
815,316,H2O+NaHCO8,,Reductant,P25
816,317,TiO2,,Catalyst,Anatase
817,317,FeTiO3,10,Co-catalyst,Anatase
818,317,H2O+NaHCO6,,Reductant,Anatase
819,318,TiO2,,Catalyst,Anatase
820,318,FeTiO3,10,Co-catalyst,Anatase
821,318,H2O+NaHCO10,,Reductant,Anatase
822,319,TiO2,,Catalyst,Anatase
823,319,FeTiO3,20,Co-catalyst,Anatase
824,319,H2O+NaHCO7,,Reductant,Anatase
825,320,TiO2,,Catalyst,Anatase
826,320,FeTiO3,20,Co-catalyst,Anatase
827,320,H2O+NaHCO12,,Reductant,Anatase
828,321,TiO2,,Catalyst,Anatase
829,321,FeTiO3,50,Co-catalyst,Anatase
830,321,H2O+NaHCO5,,Reductant,Anatase
831,322,TiO2,,Catalyst,Anatase
832,322,FeTiO3,50,Co-catalyst,Anatase
833,322,H2O+NaHCO11,,Reductant,Anatase
834,324,TiO2,,Catalyst,Anatase
835,324,SiO2,15.0,Support,Anatase
836,324,CH4,,Reductant,Anatase
837,325,TiO2,,Catalyst,Anatase
838,325,SiO2,,Support,Anatase
839,325,CdS,5,Co-catalyst,Anatase
840,325,CH4,,Reductant,Anatase
841,326,TiO2,,Catalyst,Anatase
842,326,SiO2,,Support,Anatase
843,326,Cu,0.5,Co-catalyst,Anatase
844,326,CdS,5.0,Co-catalyst,Anatase
845,326,CH4,,Reductant,Anatase
846,327,TiO2,,Catalyst,Rutile
847,327,NaOH,,Reductant,Rutile
848,328,TiO2,,Catalyst,Rutile
849,328,Bi3S2,,Co-catalyst,Rutile
850,328,NaOH,,Reductant,Rutile
851,329,TiO2,,Catalyst,Rutile
852,329,CdS,,Co-catalyst,Rutile
853,329,NaOH,,Reductant,Rutile
854,330,Ti-MCM-41,,Catalyst,
855,330,H2O,,Reductant,
856,331,Ti-MCM-48,,Catalyst,
857,331,H2O,,Reductant,
858,332,TiO2,,Catalyst,Anatase
859,332,Y-zeolite,,Support,Anatase
860,332,H2O,,Reductant,Anatase
861,333,TiO2,,Catalyst,Anatase
862,333,Y-zeolite,,Support,Anatase
863,333,H2O,,Reductant,Anatase
864,334,TiO2,,Catalyst,Anatase
865,334,Y-zeolite,,Support,Anatase
866,334,H2O,,Reductant,Anatase
867,335,TS-1,,Catalyst,
868,335,H2O,,Reductant,
869,336,Ti-MCM-48,,Catalyst,
870,336,Pt,1,Co-catalyst,
871,336,H2O,,Reductant,
872,337,TiO2,,Catalyst,Anatase
873,337,Y-zeolite,,Support,Anatase
874,337,Pt,1,Co-catalyst,Anatase
875,337,H2O,,Reductant,Anatase
876,339,TiO2,,Catalyst,
877,339,H2O,,Reductant,
878,340,TiO2,,Catalyst,
879,340,H2O,,Reductant,
880,341,TiO2,,Catalyst,
881,341,H2O,,Reductant,
882,342,TiO2,,Catalyst,
883,342,H2O,,Reductant,
884,343,TiO2,,Catalyst,
885,343,H2O,,Reductant,
886,344,Ti-MCM-41,,Catalyst,
887,344,H2O,,Reductant,
888,345,TiO2,,Catalyst,
889,345,H2O,,Reductant,
890,346,TiO2,,Catalyst,
891,346,H2O,,Reductant,
892,347,TiO2,,Catalyst,
893,347,H2O,,Reductant,
894,348,TiO2,,Catalyst,
895,348,H2O,,Reductant,
896,349,TiO2,,Catalyst,Anatase
897,349,Pt,1,Co-catalyst,Anatase
898,349,H2O vapor,,Reductant,Anatase
899,350,TiO2,,Catalyst,Anatase
900,350,Pt,1,Co-catalyst,Anatase
901,350,H2O vapor,,Reductant,Anatase
902,358,TiO2,,Catalyst,Anatase
903,359,TiO2,,Catalyst,Anatase
904,360,TiO2,,Catalyst,Anatase
905,360,Pt,1.8,Co-catalyst,Anatase
906,361,TiO2,,Catalyst,Anatase
907,361,Pt,1.8,Co-catalyst,Anatase
908,362,TiO2,,Catalyst,Anatase
909,362,Ag,,Co-catalyst,Anatase
910,362,H2O+AgNO3 0.5mM,,Reductant,Anatase
911,363,TiO2,,Catalyst,Anatase
912,363,H2O,,Reductant,Anatase
913,364,TiO2,,Catalyst,Anatase
914,364,H2O,,Reductant,Anatase
915,365,TiO2,,Catalyst,Anatase
916,365,H2O,,Reductant,Anatase
917,367,TiO2,,Catalyst,Anatase
918,367,Au,,Co-catalyst,Anatase
919,367,H2O,,Reductant,Anatase
920,368,TiO2,,Catalyst,Anatase
921,368,Au,,Co-catalyst,Anatase
922,368,H2O,,Reductant,Anatase
923,369,TiO2,,Catalyst,Anatase
924,369,Au,,Co-catalyst,Anatase
925,369,H2O,,Reductant,Anatase
926,370,TiO2,,Catalyst,P25
927,370,H2O,,Reductant,P25
928,371,TiO2,,Catalyst,P25
929,371,H2O,,Reductant,P25
930,372,Graphene,,Catalyst,
931,372,H2O,,Reductant,
932,373,Graphene,,Catalyst,
933,373,H2O,,Reductant,
934,374,TiO2,,Catalyst,P25
935,374,Graphene,0.27,Co-catalyst,P25
936,374,H2O,,Reductant,P25
937,375,TiO2,,Catalyst,P25
938,375,Graphene,0.27,Co-catalyst,P25
939,375,H2O,,Reductant,P25
940,376,TiO2,,Catalyst,P25
941,376,Graphene,0.55,Co-catalyst,P25
942,376,H2O,,Reductant,P25
943,377,TiO2,,Catalyst,P25
944,377,Graphene,0.55,Co-catalyst,P25
945,377,H2O,,Reductant,P25
946,378,TiO2,,Catalyst,P25
947,378,Graphene,1.09,Co-catalyst,P25
948,378,H2O,,Reductant,P25
949,379,TiO2,,Catalyst,P25
950,379,Graphene,1.09,Co-catalyst,P25
951,379,H2O,,Reductant,P25
952,380,TiO2,,Catalyst,P25
953,380,Graphene,2.15,Co-catalyst,P25
954,380,H2O,,Reductant,P25
955,381,TiO2,,Catalyst,P25
956,381,Graphene,2.15,Co-catalyst,P25
957,381,H2O,,Reductant,P25
958,382,Graphene Oxide,,Catalyst,
959,382,H2O,,Reductant,
960,383,TiO2,,Catalyst,P25
961,383,Graphene Oxide,0.41,Co-catalyst,P25
962,383,H2O,,Reductant,P25
963,384,TiO2,,Catalyst,P25
964,384,Graphene Oxide,0.41,Co-catalyst,P25
965,384,H2O,,Reductant,P25
966,385,TiO2,,Catalyst,P25
967,385,Graphene Oxide,0.83,Co-catalyst,P25
968,385,H2O,,Reductant,P25
969,386,TiO2,,Catalyst,P25
970,386,Graphene Oxide,0.83,Co-catalyst,P25
971,386,H2O,,Reductant,P25
972,387,TiO2,,Catalyst,P25
973,387,Graphene Oxide,1.65,Co-catalyst,P25
974,387,H2O,,Reductant,P25
975,388,TiO2,,Catalyst,P25
976,388,Graphene Oxide,1.65,Co-catalyst,P25
977,388,H2O,,Reductant,P25
978,389,TiO2,,Catalyst,Mix
979,389,NaOH,,Reductant,Mix
980,390,TiO2,,Catalyst,Mix
981,390,NaOH,,Reductant,Mix
982,391,TiO2,,Catalyst,Mix
983,391,CoPc,0.5,Dye,Mix
984,391,NaOH,,Reductant,Mix
985,392,TiO2,,Catalyst,Mix
986,392,CoPc,1.0,Dye,Mix
987,392,NaOH,,Reductant,Mix
988,393,TiO2,,Catalyst,Anatase
989,393,Y-zeolite,,Support,Anatase
990,393,NaOH,,Reductant,Anatase
991,394,TiO2,,Catalyst,Anatase
992,394,H2O,,Reductant,Anatase
993,395,TiO2,,Catalyst,Anatase
994,395,H2O,,Reductant,Anatase
995,396,TiO2,,Catalyst,Brookite
996,396,H2O,,Reductant,Brookite
997,397,TiO2,,Catalyst,Brookite
998,397,H2O,,Reductant,Brookite
999,398,TiO2,,Catalyst,Rutile
1000,398,H2O,,Reductant,Rutile
1001,399,TiO2,,Catalyst,Rutile
1002,399,H2O,,Reductant,Rutile
1003,400,TiO2,,Catalyst,Mix
1004,400,AgBr,23.2,Co-catalyst,Mix
1005,400,KHCO3,,Reductant,Mix
1006,401,TiO2,,Catalyst,Mix
1007,401,AgBr,46.4,Co-catalyst,Mix
1008,401,KHCO3,,Reductant,Mix
1009,402,TiO2,,Catalyst,Anatase
1010,402,NaOH+Na2SO6,,Reductant,Anatase
1011,403,TiO2,,Catalyst,Anatase
1012,403,N,4.0,Dopant,Anatase
1013,403,NaOH+Na2SO3,,Reductant,Anatase
1014,404,TiO2,,Catalyst,Anatase
1015,404,Ni,6,Co-catalyst,Anatase
1016,404,NaOH+Na2SO4,,Reductant,Anatase
1017,405,TiO2,,Catalyst,Anatase
1018,405,Ni,,Co-catalyst,Anatase
1019,405,N,,Dopant,Anatase
1020,405,NaOH+Na2SO5,,Reductant,Anatase
1021,406,TiO2,,Catalyst,
1022,406,H2O,,Reductant,
1023,407,TiO2,,Catalyst,
1024,407,Pt,0.05,Co-catalyst,
1025,407,H2O,,Reductant,
1026,408,TiO2,,Catalyst,Anatase
1027,408,H2O,,Reductant,Anatase
1028,409,Ti-b Zeolite,,Catalyst,
1029,409,H2O,,Reductant,
1030,410,Ti-b Zeolite,,Catalyst,
1031,410,H2O,,Reductant,
1032,411,TiO2,,Catalyst,P25
1033,411,1 M KHCO3,,Reductant,P25
1034,412,TiO2,,Catalyst,P25
1035,412,1 M KHCO3,,Reductant,P25
1036,413,TiO2,,Catalyst,P25
1037,413,1 M KHCO3,,Reductant,P25
1038,414,TiO2,,Catalyst,P25
1039,414,Cu,3,Co-catalyst,P25
1040,414,1 M KHCO3,,Reductant,P25
1041,415,TiO2,,Catalyst,P25
1042,415,Cu2O,3,Co-catalyst,P25
1043,415,1 M KHCO3,,Reductant,P25
1044,416,TiO2,,Catalyst,P25
1045,416,CuO,0.5,Co-catalyst,P25
1046,416,1 M KHCO3,,Reductant,P25
1047,417,TiO2,,Catalyst,P25
1048,417,CuO,1,Co-catalyst,P25
1049,417,1 M KHCO3,,Reductant,P25
1050,418,TiO2,,Catalyst,P25
1051,418,CuO,3,Co-catalyst,P25
1052,418,1 M KHCO3,,Reductant,P25
1053,419,TiO2,,Catalyst,P25
1054,419,CuO,5,Co-catalyst,P25
1055,419,1 M KHCO3,,Reductant,P25
1056,420,TiO2,,Catalyst,P25
1057,420,CuO,10,Co-catalyst,P25
1058,420,1 M KHCO3,,Reductant,P25
1059,421,TiO2,,Catalyst,P25
1060,421,CdSe,0.5,Co-catalyst,P25
1061,421,Pt,1.0,Co-catalyst,P25
1062,421,H2O,,Reductant,P25
1063,422,TiO2,,Catalyst,P25
1064,422,PbS,,Co-catalyst,P25
1065,422,deionized H2O,,Reductant,P25
1066,423,TiO2,,Catalyst,Anatase
1067,423,ZSM-5,,Support,Anatase
1068,423,H2O,,Reductant,Anatase
1069,424,TiO2,,Catalyst,Mix
1070,424,I,,Dopant,Mix
1071,424,"H2O,V/V%= 2.3",,Reductant,Mix
1072,425,TiO2,,Catalyst,P25
1073,425,Pd,1,Co-catalyst,P25
1074,425,deionized H2O,,Reductant,P25
1075,426,TiO2,,Catalyst,Rutile
1076,426,deionized H2O,,Reductant,Rutile
1077,427,TiO2,,Catalyst,Anatase
1078,427,deionized H2O,,Reductant,Anatase
1079,428,TiO2,,Catalyst,Rutile
1080,428,Pt,1,Co-catalyst,Rutile
1081,428,deionized H2O,,Reductant,Rutile
1082,429,TiO2,,Catalyst,Anatase
1083,429,H2O + 0.08M NaHCO3,,Reductant,Anatase
1084,430,TiO2,,Catalyst,Anatase
1085,430,H2O + 0.08M NaHCO3,,Reductant,Anatase
1086,431,TiO2,,Catalyst,P25
1087,431,H2O + 0.08M NaHCO3,,Reductant,P25
1088,432,TiO2,,Catalyst,P25
1089,432,H2O + 0.08M NaHCO3,,Reductant,P25
1090,433,TiO2,,Catalyst,Mix
1091,433,H2O + 0.08M NaHCO3,,Reductant,Mix
1092,434,TiO2,,Catalyst,Mix
1093,434,H2O + 0.08M NaHCO3,,Reductant,Mix
1094,435,TiO2,,Catalyst,Rutile
1095,435,H2O + 0.08M NaHCO3,,Reductant,Rutile
1096,436,TiO2,,Catalyst,Rutile
1097,436,H2O + 0.08M NaHCO3,,Reductant,Rutile
1098,437,TiO2,,Catalyst,Rutile
1099,437,H2O + 0.08M NaHCO3,,Reductant,Rutile
1100,438,TiO2,,Catalyst,Rutile
1101,438,H2O + 0.08M NaHCO3,,Reductant,Rutile
1102,439,TiO2,,Catalyst,Mix
1103,439,H2O,,Reductant,Mix
1104,440,TiO2,,Catalyst,Mix
1105,440,I,10.0,Dopant,Mix
1106,440,H2O,,Reductant,Mix
1107,441,TiO2,,Catalyst,Mix
1108,441,I,10.0,Dopant,Mix
1109,441,H2O,,Reductant,Mix
1110,442,TiO2,,Catalyst,Mix
1111,442,Cu,1,Co-catalyst,Mix
1112,442,I,,Dopant,Mix
1113,442,H2O,,Reductant,Mix
1114,443,TiO2,,Catalyst,Mix
1115,443,Cu,0.1,Co-catalyst,Mix
1116,443,I,,Dopant,Mix
1117,443,H2O,,Reductant,Mix
1118,444,TiO2,,Catalyst,Mix
1119,444,Cu,0.1,Co-catalyst,Mix
1120,444,I,,Dopant,Mix
1121,444,H2O,,Reductant,Mix
1122,445,TiO2,,Catalyst,Mix
1123,445,Cu,0.5,Co-catalyst,Mix
1124,445,I,,Dopant,Mix
1125,445,H2O,,Reductant,Mix
1126,446,TiO2,,Catalyst,Mix
1127,446,Cu,0.5,Co-catalyst,Mix
1128,446,I,,Dopant,Mix
1129,446,H2O,,Reductant,Mix
1130,447,TiO2,,Catalyst,Mix
1131,447,Cu,1,Co-catalyst,Mix
1132,447,I,,Dopant,Mix
1133,447,H2O,,Reductant,Mix
1134,448,TiO2,,Catalyst,Mix
1135,448,Cu,1,Co-catalyst,Mix
1136,448,I,,Dopant,Mix
1137,448,H2O,,Reductant,Mix
1138,449,TiO2,,Catalyst,Mix
1139,449,Cu,1,Co-catalyst,Mix
1140,449,I,,Dopant,Mix
1141,449,H2O,,Reductant,Mix
1142,450,TiO2,,Catalyst,Mix
1143,450,Cu,1,Co-catalyst,Mix
1144,450,I,,Dopant,Mix
1145,450,H2O,,Reductant,Mix
1146,451,ZnS,,Catalyst,
1147,451,Montmorillonite,,Support,
1148,451,H2O,,Reductant,
1149,452,ZnS,,Catalyst,
1150,452,Montmorillonite,,Support,
1151,452,H2O,,Reductant,
1152,453,ZnS,,Catalyst,
1153,453,Montmorillonite,,Support,
1154,453,H2O,,Reductant,
1155,454,ZnS,,Catalyst,
1156,454,Montmorillonite,,Support,
1157,454,H2O,,Reductant,
1158,455,BiVO4,,Catalyst,
1159,455,NaOH,,Reductant,
1160,456,BiVO4,,Catalyst,
1161,456,NaOH,,Reductant,
1162,457,TiO2,,Catalyst,Anatase
1163,457,Cu,2,Co-catalyst,Anatase
1164,457,NaOH,,Reductant,Anatase
1165,458,TiO2,,Catalyst,Anatase
1166,458,Cu,2,Co-catalyst,Anatase
1167,458,NaOH,,Reductant,Anatase
1168,459,TiO2,,Catalyst,Anatase
1169,459,Cu,2,Co-catalyst,Anatase
1170,459,NaOH,,Reductant,Anatase
1171,460,TiO2,,Catalyst,Anatase
1172,460,Cu,2,Co-catalyst,Anatase
1173,460,NaOH,,Reductant,Anatase
1174,461,TiO2,,Catalyst,Anatase
1175,461,Cu,2,Co-catalyst,Anatase
1176,461,NaOH,,Reductant,Anatase
1177,462,TiO2,,Catalyst,Anatase
1178,462,Cu,2,Co-catalyst,Anatase
1179,462,NaOH,,Reductant,Anatase
1180,463,TiO2,,Catalyst,Anatase
1181,463,Cu,2,Co-catalyst,Anatase
1182,463,NaOH,,Reductant,Anatase
1183,464,TiO2,,Catalyst,P25
1184,464,Cu,2,Co-catalyst,P25
1185,464,NaOH,,Reductant,P25
1186,465,TiO2,,Catalyst,P25
1187,465,NaOH,,Reductant,P25
1188,466,TiO2,,Catalyst,P25
1189,466,NaOH,,Reductant,P25
1190,467,TiO2,,Catalyst,P25
1191,467,N,,Dopant,P25
1192,467,NaOH,,Reductant,P25
1193,468,TiO2,,Catalyst,P25
1194,468,N,,Dopant,P25
1195,468,NaOH,,Reductant,P25
1196,469,TiO2,,Catalyst,P25
1197,469,N,,Dopant,P25
1198,469,NaOH,,Reductant,P25
1199,470,TiO2,,Catalyst,P25
1200,470,N,,Dopant,P25
1201,470,NaOH,,Reductant,P25
1202,471,TiO2,,Catalyst,P25
1203,471,N,,Dopant,P25
1204,471,NaOH,,Reductant,P25
1205,472,TiO2,,Catalyst,P25
1206,472,N,,Dopant,P25
1207,472,NaOH,,Reductant,P25
1208,473,TiO2,,Catalyst,Anatase
1209,473,Cu,0.01,Co-catalyst,Anatase
1210,473,deionized H2O,,Reductant,Anatase
1211,474,TiO2,,Catalyst,Anatase
1212,474,Cu,0.02,Co-catalyst,Anatase
1213,474,deionized H2O,,Reductant,Anatase
1214,475,TiO2,,Catalyst,Anatase
1215,475,Cu,0.03,Co-catalyst,Anatase
1216,475,deionized H2O,,Reductant,Anatase
1217,476,TiO2,,Catalyst,Anatase
1218,476,Cu,0.07,Co-catalyst,Anatase
1219,476,deionized H2O,,Reductant,Anatase
1220,477,TiO2,,Catalyst,Anatase
1221,477,Cu,0.1,Co-catalyst,Anatase
1222,477,deionized H2O,,Reductant,Anatase
1223,478,TiO2,,Catalyst,Anatase
1224,478,Cu,0.3,Co-catalyst,Anatase
1225,478,deionized H2O,,Reductant,Anatase
1226,479,TiO2,,Catalyst,Anatase
1227,479,H2O,,Reductant,Anatase
1228,480,TiO2,,Catalyst,P25
1229,480,H2O,,Reductant,P25
1230,481,CeO2,,Catalyst,
1231,481,H2O,,Reductant,
1232,482,TiO2,,Catalyst,Anatase
1233,482,CeO2,51.8,Co-catalyst,Anatase
1234,482,H2O,,Reductant,Anatase
1235,483,TiO2,,Catalyst,Anatase
1236,483,CeO2,68.3,Co-catalyst,Anatase
1237,483,H2O,,Reductant,Anatase
1238,484,TiO2,,Catalyst,Anatase
1239,484,CeO2,81.16,Co-catalyst,Anatase
1240,484,H2O,,Reductant,Anatase
1241,485,Bi2S3,,Catalyst,
1242,485,H2O+NaOH+sodium sulfite,,Reductant,
1243,486,CdS,,Catalyst,
1244,486,H2O+NaOH+sodium sulfite,,Reductant,
1245,487,Bi2S3,,Catalyst,
1246,487,CdS,,Co-catalyst,
1247,487,H2O+NaOH+sodium sulfite,,Reductant,
1248,488,Bi2S3,,Catalyst,
1249,488,CdS,,Co-catalyst,
1250,488,H2O+NaOH+sodium sulfite,,Reductant,
1251,489,Bi2S3,,Catalyst,
1252,489,CdS,,Co-catalyst,
1253,489,H2O+NaOH+sodium sulfite,,Reductant,
1254,490,TiO2,,Catalyst,Anatase
1255,490,Ag,0.05,Co-catalyst,Anatase
1256,490,deionized H2O,,Reductant,Anatase
1257,491,TiO2,,Catalyst,Anatase
1258,491,Ag,0.1,Co-catalyst,Anatase
1259,491,deionized H2O,,Reductant,Anatase
1260,492,TiO2,,Catalyst,Anatase
1261,492,Ag,0.2,Co-catalyst,Anatase
1262,492,deionized H2O,,Reductant,Anatase
1263,493,TiO2,,Catalyst,Anatase
1264,493,Ag,0.3,Co-catalyst,Anatase
1265,493,deionized H2O,,Reductant,Anatase
1266,494,TiO2,,Catalyst,Anatase
1267,494,Au,0.1,Co-catalyst,Anatase
1268,494,deionized H2O,,Reductant,Anatase
1269,495,TiO2,,Catalyst,Anatase
1270,495,Au,0.2,Co-catalyst,Anatase
1271,495,deionized H2O,,Reductant,Anatase
1272,496,TiO2,,Catalyst,Anatase
1273,496,Au,0.3,Co-catalyst,Anatase
1274,496,deionized H2O,,Reductant,Anatase
1275,497,TiO2,,Catalyst,Anatase
1276,497,Pt,0.1,Co-catalyst,Anatase
1277,497,deionized H2O,,Reductant,Anatase
1278,498,TiO2,,Catalyst,Anatase
1279,498,Pt,0.2,Co-catalyst,Anatase
1280,498,deionized H2O,,Reductant,Anatase
1281,499,TiO2,,Catalyst,Anatase
1282,499,Pt,0.2,Co-catalyst,Anatase
1283,499,deionized H2O,,Reductant,Anatase
1284,500,TiO2,,Catalyst,Anatase
1285,500,Pt,0.3,Co-catalyst,Anatase
1286,500,deionized H2O,,Reductant,Anatase
1287,501,TiO2,,Catalyst,Anatase
1288,501,Pt,0.2,Co-catalyst,Anatase
1289,501,N,,Dopant,Anatase
1290,501,deionized H2O,,Reductant,Anatase
1291,502,TiO2,,Catalyst,Anatase
1292,502,Pt,0.2,Co-catalyst,Anatase
1293,502,N,,Dopant,Anatase
1294,502,deionized H2O,,Reductant,Anatase
1295,503,TiO2,,Catalyst,Anatase
1296,503,Pt,0.2,Co-catalyst,Anatase
1297,503,N,,Dopant,Anatase
1298,503,deionized H2O,,Reductant,Anatase
1299,504,TiO2,,Catalyst,Anatase
1300,504,Pt,0.2,Co-catalyst,Anatase
1301,504,N,,Dopant,Anatase
1302,504,deionized H2O,,Reductant,Anatase
1303,505,TiO2,,Catalyst,P25
1304,505,H2O,,Reductant,P25
1305,506,TiO2,,Catalyst,P25
1306,506,H2O,,Reductant,P25
1307,507,TiO2,,Catalyst,P25
1308,507,H2O,,Reductant,P25
1309,508,TiO2,,Catalyst,P25
1310,508,Cu,1,Co-catalyst,P25
1311,508,H2O,,Reductant,P25
1312,509,TiO2,,Catalyst,P25
1313,509,Cu,5,Co-catalyst,P25
1314,509,H2O,,Reductant,P25
1315,510,TiO2,,Catalyst,P25
1316,510,Cu,1,Co-catalyst,P25
1317,510,H2O,,Reductant,P25
1318,511,TiO2,,Catalyst,P25
1319,511,Cu,5,Co-catalyst,P25
1320,511,H2O,,Reductant,P25
1321,512,TiO2,,Catalyst,P25
1322,512,Cu,1,Co-catalyst,P25
1323,512,H2O,,Reductant,P25
1324,513,TiO2,,Catalyst,P25
1325,513,Cu,5,Co-catalyst,P25
1326,513,H2O,,Reductant,P25
1327,515,TiO2,,Catalyst,P25
1328,515,H2O,,Reductant,P25
1329,516,HNb3O8,,Catalyst,
1330,516,H2O,,Reductant,
1331,517,HNb3O8,,Catalyst,
1332,517,H2O,,Reductant,
1333,518,KNb3O8,,Catalyst,
1334,518,H2O,,Reductant,
1335,519,KNb3O8,,Catalyst,
1336,519,H2O,,Reductant,
1337,520,CdS,,Catalyst,
1338,520,2-propanol,,Reductant,
1339,521,CdS,,Catalyst,
1340,521,2-propanol,,Reductant,
1341,522,CdS,,Catalyst,
1342,522,2-propanol,,Reductant,
1343,523,TiO2,,Catalyst,P25
1344,523,NiO,,Co-catalyst,P25
1345,523,2-naphtol or p-cresol,,Reductant,P25
1346,524,TiO2,,Catalyst,P25
1347,524,water+methanol,,Reductant,P25
1348,525,TiO2,,Catalyst,P25
1349,525,water+methanol,,Reductant,P25
1350,526,TiO2,,Catalyst,P25
1351,526,Ag,1,Co-catalyst,P25
1352,526,water+methanol,,Reductant,P25
1353,527,TiO2,,Catalyst,P25
1354,527,Ag,1,Co-catalyst,P25
1355,527,water+methanol,,Reductant,P25
1356,528,TiO2,,Catalyst,P25
1357,528,Ag,2,Co-catalyst,P25
1358,528,water+methanol,,Reductant,P25
1359,529,TiO2,,Catalyst,P25
1360,529,Ag,2,Co-catalyst,P25
1361,529,water+methanol,,Reductant,P25
1362,530,TiO2,,Catalyst,P25
1363,530,Ag,4,Co-catalyst,P25
1364,530,water+methanol,,Reductant,P25
1365,531,TiO2,,Catalyst,P25
1366,531,Ag,4,Co-catalyst,P25
1367,531,water+methanol,,Reductant,P25
1368,532,TiO2,,Catalyst,P25
1369,532,Ag,8,Co-catalyst,P25
1370,532,water+methanol,,Reductant,P25
1371,533,TiO2,,Catalyst,P25
1372,533,Ag,8,Co-catalyst,P25
1373,533,water+methanol,,Reductant,P25
